index
0
1758
1984
1940
1722
393
1400
981
744
1921
360
227
680
72
135
1988
350
706
50
1920
301
599
726
1339
1259
770
1687
803
1416
825
1969
1174
1457
1802
1790
940
1575
163
1327
1404
889
139
64
517
400
166
66
1054
896
1278
1736
974
702
1292
607
670
16
1268
1939
1806
138
1746
1851
748
1171
1106
2001
1745
375
892
816
1361
861
155
442
1473
390
253
853
332
727
1431
456
354
871
69
931
1304
1640
215
668
1364
1088
828
933
82
633
570
1912
507
1670
32
564
700
252
1109
14
731
1195
1598
1027
1840
984
641
605
1130
1692
788
52
817
34
545
291
919
579
250
1305
1343
1941
1744
324
1324
774
454
1954
597
1522
882
1896
1676
552
1033
429
1022
1026
2
1719
1113
1011
1693
476
49
983
852
1406
43
1665
815
2028
308
794
1617
1872
1417
1538
1894
389
1829
1138
982
302
1604
1612
800
272
187
714
1041
347
1946
2025
1964
1467
902
1855
1512
783
648
372
749
1023
804
1929
492
1038
1421
970
881
403
660
686
122
1395
1516
1544
614
1562
987
1577
1537
1
1214
673
63
1622
1773
1713
1016
1601
1348
1493
1141
384
1503
170
907
1831
289
851
1521
498
41
807
1229
1464
1192
753
1938
1700
1396
485
471
844
1391
1321
1371
1459
1462
1701
235
1079
1513
304
1001
1986
1356
1448
1329
865
1645
1081
335
1056
1025
1377
1849
766
1076
1841
1740
328
313
1031
1051
1233
1246
1685
1580
777
1319
537
1658
1482
1367
1449
1990
349
1985
536
678
821
1836
1561
1486
1015
1654
1971
1777
1937
477
1854
129
61
481
1286
558
178
1159
1799
1045
1085
888
1636
877
1378
762
1063
1620
1133
1002
1347
305
19
1205
927
1698
1534
1328
1576
519
813
1815
1634
1958
895
1078
530
699
1828
1266
284
827
434
910
1398
1342
1956
213
755
6
659
1375
1771
167
370
1456
1652
1004
1469
751
1648
1908
732
1094
128
1699
342
941
1472
1635
1623
368
90
757
1285
976
1303
1873
818
926
1164
484
857
698
1272
1923
228
475
1387
2046
1737
1267
768
930
1772
1428
330
1260
1216
1905
2000
45
1335
1691
767
1850
174
1741
336
1077
2044
1296
101
1211
1901
9
1223
1631
1007
173
1759
1368
1263
1926
560
797
1714
111
409
559
1750
168
1708
1603
989
145
1062
220
1061
625
1757
1724
760
1869
1344
426
460
837
635
467
1838
1947
1898
1437
1325
948
1005
1122
1878
2016
709
172
1864
106
1852
1308
1039
539
1550
1895
489
141
980
224
1902
1999
782
778
1627
126
717
715
1863
571
759
542
422
521
298
113
1176
1487
2041
1957
2023
1948
29
1571
1215
1880
1175
967
592
5
1527
1307
1006
790
184
432
829
1276
879
915
916
1147
1114
619
1633
1694
1788
569
404
1112
1982
716
2004
1531
899
1808
406
1183
1811
1574
260
999
306
152
1789
132
1742
1350
1253
1317
1009
1874
23
154
1380
11
1723
1073
1779
137
157
205
2030
2045
451
261
191
1465
1221
225
363
1332
326
1914
280
1683
1547
1530
1770
2047
1877
259
2017
48
1433
80
1738
1478
814
428
1933
1526
1003
724
567
1712
276
1351
541
738
1242
416
1193
1599
1787
419
1365
1194
107
886
275
177
1730
1721
1065
1509
2029
402
1749
606
836
2007
1632
22
358
2018
1560
722
1626
46
120
1048
221
1418
1613
2032
1447
425
294
1774
785
1423
196
214
222
1834
1058
1950
1553
1517
758
960
268
964
1320
1430
1942
1579
1316
3
730
1333
1821
105
1500
1935
2027
346
206
319
681
300
1813
1362
1156
1546
525
1672
665
348
1697
1202
1847
1212
689
595
1953
1875
278
1427
824
1315
1037
586
1405
1809
1732
1614
598
1083
1055
1775
1690
262
1218
247
169
378
624
1210
1108
1301
398
616
1029
440
91
737
621
1871
1965
2009
1857
956
972
1269
340
1460
1468
93
750
1479
876
209
361
900
1922
513
176
858
1042
331
1641
374
1297
713
59
239
1080
582
1142
480
1237
1422
430
58
561
2019
26
1379
